image,score1,score2
72/72_0.jpg,0.5333333333333333,0.8363262414932249
72/72_1.jpg,0.6166666666666667,0.866879880428314
72/72_4.jpg,0.44999999999999996,0.790641665458679
72/72_3.jpg,0.5166666666666666,0.8653912544250486
72/72_2.jpg,0.30000000000000004,0.7488406300544737
56/56_3.jpg,0.30000000000000004,0.8228967189788816
56/56_2.jpg,0.25,0.8103177547454832
56/56_1.jpg,0.41666666666666663,0.8781079053878782
56/56_0.jpg,0.2833333333333333,0.8316723108291624
56/56_4.jpg,0.4,0.8618215322494505
23/23_3.jpg,0.31666666666666665,0.7722277045249937
23/23_2.jpg,0.3666666666666667,0.7728851437568662
23/23_1.jpg,0.3833333333333333,0.7594925761222837
23/23_4.jpg,0.3833333333333333,0.784114360809326
23/23_0.jpg,0.35,0.7711575031280515
0/0_1.jpg,0.33333333333333337,0.7436788678169248
0/0_2.jpg,0.30000000000000004,0.7367689013481138
0/0_4.jpg,0.2666666666666667,0.7442927956581114
0/0_0.jpg,0.31666666666666665,0.7399371862411497
0/0_3.jpg,0.2666666666666667,0.771003723144531
39/39_1.jpg,0.4833333333333333,0.7935083508491514
39/39_3.jpg,0.3666666666666667,0.7328799962997434
39/39_4.jpg,0.2833333333333333,0.7408866882324217
39/39_2.jpg,0.41666666666666663,0.7597023844718931
39/39_0.jpg,0.5166666666666666,0.8008006811141966
66/66_3.jpg,0.41666666666666663,0.8153418302536009
66/66_4.jpg,0.44999999999999996,0.8069518804550169
66/66_1.jpg,0.5666666666666667,0.8746195435523985
66/66_2.jpg,0.5,0.8565527796745298
66/66_0.jpg,0.6666666666666667,0.8948571085929868
5/5_2.jpg,0.2833333333333333,0.7376710176467893
5/5_1.jpg,0.41666666666666663,0.718663692474365
5/5_3.jpg,0.4833333333333333,0.8034435510635374
5/5_0.jpg,0.3833333333333333,0.735041558742523
5/5_4.jpg,0.25,0.6685016155242918
84/84_2.jpg,0.30000000000000004,0.8079317808151243
84/84_0.jpg,0.33333333333333337,0.843575060367584
84/84_3.jpg,0.30000000000000004,0.8049160838127134
84/84_4.jpg,0.31666666666666665,0.8235893249511717
84/84_1.jpg,0.35,0.8319557309150694
8/8_4.jpg,0.55,0.7996592521667478
8/8_0.jpg,0.4666666666666667,0.8168483376502989
8/8_2.jpg,0.44999999999999996,0.7974258661270139
8/8_1.jpg,0.41666666666666663,0.7977882623672483
8/8_3.jpg,0.44999999999999996,0.7829586267471311
97/97_4.jpg,0.25,0.7599390149116514
97/97_3.jpg,0.25,0.7752466797828672
97/97_0.jpg,0.25,0.7656625509262083
97/97_1.jpg,0.25,0.7870481014251707
97/97_2.jpg,0.25,0.7776052355766294
90/90_1.jpg,0.55,0.8685887455940244
90/90_4.jpg,0.4,0.8233750462532041
90/90_0.jpg,0.31666666666666665,0.8120313882827757
90/90_2.jpg,0.4666666666666667,0.8346698284149168
90/90_3.jpg,0.4833333333333333,0.8394960165023801
75/75_2.jpg,0.3666666666666667,0.8245388269424436
75/75_0.jpg,0.4,0.8244673013687132
75/75_3.jpg,0.3833333333333333,0.8216226696968076
75/75_1.jpg,0.3666666666666667,0.7971445322036741
75/75_4.jpg,0.44999999999999996,0.8342698812484739
52/52_3.jpg,0.2833333333333333,0.8449817299842832
52/52_4.jpg,0.25,0.8263418674468992
52/52_0.jpg,0.25,0.8052442073822019
52/52_2.jpg,0.25,0.7930210828781126
52/52_1.jpg,0.30000000000000004,0.8523384332656858
34/34_4.jpg,0.4833333333333333,0.830084443092346
34/34_3.jpg,0.5,0.8627689480781553
34/34_2.jpg,0.5333333333333333,0.8784464597702024
34/34_1.jpg,0.5,0.8477116227149961
34/34_0.jpg,0.55,0.8855274915695188
14/14_4.jpg,0.31666666666666665,0.7780695557594297
14/14_0.jpg,0.2833333333333333,0.7236597537994383
14/14_2.jpg,0.35,0.7115892171859739
14/14_3.jpg,0.25,0.7229993343353269
14/14_1.jpg,0.33333333333333337,0.7609907388687132
38/38_2.jpg,0.3666666666666667,0.7951373457908628
38/38_1.jpg,0.41666666666666663,0.8118671774864195
38/38_0.jpg,0.44999999999999996,0.8283424973487852
38/38_4.jpg,0.2833333333333333,0.7007715702056883
38/38_3.jpg,0.35,0.7709038853645322
