image,score1,score2
168/168_1.jpg,0.31666666666666665,0.695048928260803
168/168_0.jpg,0.5333333333333333,0.7210818529129026
168/168_2.jpg,0.3833333333333333,0.6965974569320676
169/169_1.jpg,0.30000000000000004,0.667895436286926
169/169_0.jpg,0.35,0.7041937708854673
169/169_2.jpg,0.41666666666666663,0.7022703289985655
113/113_0.jpg,0.5166666666666666,0.7674009203910825
113/113_2.jpg,0.35,0.6656179428100584
113/113_1.jpg,0.35,0.6629312634468076
108/108_3.jpg,0.21666666666666667,0.5795598626136778
108/108_0.jpg,0.3833333333333333,0.6370062232017515
108/108_2.jpg,0.43333333333333335,0.6460187435150144
108/108_1.jpg,0.33333333333333337,0.706226587295532
108/108_4.jpg,0.23333333333333328,0.529227018356323
153/153_4.jpg,0.18333333333333335,0.5579239726066587
153/153_0.jpg,0.18333333333333335,0.558368921279907
153/153_2.jpg,0.33333333333333337,0.5873725414276121
153/153_1.jpg,0.25,0.615480303764343
153/153_3.jpg,0.15000000000000002,0.5515573024749754
165/165_1.jpg,0.4,0.6078783273696897
165/165_2.jpg,0.43333333333333335,0.6554031968116758
165/165_0.jpg,0.3666666666666667,0.6477994322776792
165/165_4.jpg,0.4,0.6578529477119444
165/165_3.jpg,0.44999999999999996,0.66788113117218
144/144_3.jpg,0.44999999999999996,0.689701199531555
144/144_4.jpg,0.33333333333333337,0.6642863750457761
144/144_2.jpg,0.41666666666666663,0.6534755825996397
144/144_1.jpg,0.44999999999999996,0.6857681870460508
144/144_0.jpg,0.2833333333333333,0.6051955223083494
170/170_0.jpg,0.33333333333333337,0.6894884109497068
170/170_2.jpg,0.30000000000000004,0.719310402870178
170/170_1.jpg,0.30000000000000004,0.6520444750785825
170/170_3.jpg,0.30000000000000004,0.6226271986961363
201/201_3.jpg,0.19999999999999996,0.531070291996002
201/201_2.jpg,0.33333333333333337,0.6399378776550291
201/201_0.jpg,0.4,0.6762305498123167
201/201_1.jpg,0.2666666666666667,0.5171052217483518
141/141_0.jpg,0.4,0.6827673912048338
141/141_1.jpg,0.44999999999999996,0.6399790048599241
141/141_2.jpg,0.5,0.7723215818405149
151/151_3.jpg,0.3833333333333333,0.6418958902359007
151/151_1.jpg,0.4666666666666667,0.6496084332466123
151/151_2.jpg,0.3833333333333333,0.6396344900131223
151/151_0.jpg,0.44999999999999996,0.7068411111831663
151/151_4.jpg,0.3833333333333333,0.6682122349739072
159/159_2.jpg,0.44999999999999996,0.7143024206161497
159/159_3.jpg,0.31666666666666665,0.649052023887634
159/159_0.jpg,0.4833333333333333,0.7179797291755674
159/159_4.jpg,0.5,0.6906015276908872
159/159_1.jpg,0.5333333333333333,0.7494497895240781
129/129_1.jpg,0.2833333333333333,0.566724896430969
129/129_0.jpg,0.2833333333333333,0.6327698230743406
129/129_4.jpg,0.41666666666666663,0.6903082728385923
129/129_2.jpg,0.31666666666666665,0.6399080753326414
129/129_3.jpg,0.4833333333333333,0.7595483064651487
